client_id	path	sentence	up_votes	down_votes	age	gender	accent
1993bf5cfc25f448fcb238c20e777e42b8e4e777b56d14b3b09fe4e1c72202cc6ef981212c7623aa7eb55ec8376c5403302e5cde4cb4c0b84195cf7e22be66e7	common_voice_cy_17784505.mp3	"Mae'r cyswllt gwe wedi torri."	2	0			
1993bf5cfc25f448fcb238c20e777e42b8e4e777b56d14b3b09fe4e1c72202cc6ef981212c7623aa7eb55ec8376c5403302e5cde4cb4c0b84195cf7e22be66e7	common_voice_cy_17784509.mp3	Problemau traffig o fath newydd yn yr Eisteddfod.	2	0			
1993bf5cfc25f448fcb238c20e777e42b8e4e777b56d14b3b09fe4e1c72202cc6ef981212c7623aa7eb55ec8376c5403302e5cde4cb4c0b84195cf7e22be66e7	common_voice_cy_17784518.mp3	Lecwydd, Rwsiaidd, uchafswm, ffiwsia, mhen, mêts, lleill, lleoedd	2	0			
1993bf5cfc25f448fcb238c20e777e42b8e4e777b56d14b3b09fe4e1c72202cc6ef981212c7623aa7eb55ec8376c5403302e5cde4cb4c0b84195cf7e22be66e7	common_voice_cy_17784521.mp3	Bydd y materion hyn yn effeithio ar hyd ei ddedfryd.	2	0			
1993bf5cfc25f448fcb238c20e777e42b8e4e777b56d14b3b09fe4e1c72202cc6ef981212c7623aa7eb55ec8376c5403302e5cde4cb4c0b84195cf7e22be66e7	common_voice_cy_17784522.mp3	Dyma chi.	2	0			
1993bf5cfc25f448fcb238c20e777e42b8e4e777b56d14b3b09fe4e1c72202cc6ef981212c7623aa7eb55ec8376c5403302e5cde4cb4c0b84195cf7e22be66e7	common_voice_cy_17784528.mp3	Gall hyn achosi tywydd garw a dinistriol o gwmpas y byd.	2	0			
1993bf5cfc25f448fcb238c20e777e42b8e4e777b56d14b3b09fe4e1c72202cc6ef981212c7623aa7eb55ec8376c5403302e5cde4cb4c0b84195cf7e22be66e7	common_voice_cy_17784531.mp3	"Wyt ti'n gallu meddwl am enghraifft o dristwch yn y ffilm?"	2	0			
42cfeda7b02f42b00ce1b797a794dd74444405940fb01a54825bc63ad6bb8c242a049435089fe42e5bee20388ab7960edf4f35e38baa6f63de68cbb7c762f589	common_voice_cy_17684439.mp3	Morgan, eto, yma, ddefnyddio, bach, yn wir, diwedd, llenyddiaeth	2	1			
42cfeda7b02f42b00ce1b797a794dd74444405940fb01a54825bc63ad6bb8c242a049435089fe42e5bee20388ab7960edf4f35e38baa6f63de68cbb7c762f589	common_voice_cy_17684447.mp3	Dim ond un ewythr sydd gen i.	2	0			
5087085968135de728601c41df4b123ff3d05d2c11b8b7ded3f1ee868cc2fc83bfd9765e1b8e2e1486d4164293f446f2118ffc29258c479b4de3909a6fafc370	common_voice_cy_18988823.mp3	Beth ydy dy rif ffôn poced?	2	0			
5087085968135de728601c41df4b123ff3d05d2c11b8b7ded3f1ee868cc2fc83bfd9765e1b8e2e1486d4164293f446f2118ffc29258c479b4de3909a6fafc370	common_voice_cy_18988824.mp3	"Beth yw'r gwahaniaeth rhwng y diwrnod poethaf ac oeraf?"	2	0			
