client_id	path	sentence	up_votes	down_votes	age	gender	accent
d12f5c24d54db15e605590da0d6fb8058bb3e3b793548054b85c4ad025860c7e605817db694a4a671869330bc1fcded348569049ab608b060ca273d976e9af1c	common_voice_cy_17299826.mp3	Oes ystafell ar gael?	0	2	fourties	male	united_kingdom
974cb9a25b330293528d65fab33d7c32af140d17a3b34f690abdfeabc24ef96946de972cd144bbdc8cc6028ddd98ffb019f4d805f2d1ea7c84d6f8d40cb3fc91	common_voice_cy_17303705.mp3	oherwydd, Elliw, awdurdod, blynyddoedd, gwlad, tywysog, llyw, uwch	0	2	fifties	male	united_kingdom
9993b7c3c5527d5e38c1d7d881a50cc4ed22632ab284f64f26ca8029dca548306478bf4aad34055ad429d75f0586bcb6331342126c9ae8dc54daa2f28dc57928	common_voice_cy_17306073.mp3	Beth yw tywydd yfory?	1	2	thirties	male	united_kingdom
9993b7c3c5527d5e38c1d7d881a50cc4ed22632ab284f64f26ca8029dca548306478bf4aad34055ad429d75f0586bcb6331342126c9ae8dc54daa2f28dc57928	common_voice_cy_17306077.mp3	"Faint o'r gloch mae'r bws olaf yn gadael?"	1	2	thirties	male	united_kingdom
9993b7c3c5527d5e38c1d7d881a50cc4ed22632ab284f64f26ca8029dca548306478bf4aad34055ad429d75f0586bcb6331342126c9ae8dc54daa2f28dc57928	common_voice_cy_17306083.mp3	Darpariaeth gofal meithrin rhad ac am ddim.	1	2	thirties	male	united_kingdom
9993b7c3c5527d5e38c1d7d881a50cc4ed22632ab284f64f26ca8029dca548306478bf4aad34055ad429d75f0586bcb6331342126c9ae8dc54daa2f28dc57928	common_voice_cy_17306097.mp3	Beth ydy Wicipedia Cymraeg?	1	2	thirties	male	united_kingdom
f17d7946f8f88ceb251dd6cdd839ff52ccc42e807ff3f94a418b74fcf275b466b35d16d0e5530addeb76981c5bc2d86b395803dbd5b36d1b21077276116ccb9a	common_voice_cy_17306102.mp3	"Dw i'n chwarae'r piano."	0	3	twenties	male	united_kingdom
f17d7946f8f88ceb251dd6cdd839ff52ccc42e807ff3f94a418b74fcf275b466b35d16d0e5530addeb76981c5bc2d86b395803dbd5b36d1b21077276116ccb9a	common_voice_cy_17306135.mp3	Beth sydd yn digwydd i olau wrth iddo deithio trwy atomau o nwy?	1	2	twenties	male	united_kingdom
9993b7c3c5527d5e38c1d7d881a50cc4ed22632ab284f64f26ca8029dca548306478bf4aad34055ad429d75f0586bcb6331342126c9ae8dc54daa2f28dc57928	common_voice_cy_17306163.mp3	Bydd hawl i bleidleisio bum gwaith yn unig trwy bob dull o bleidleisio.	0	2	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17306913.mp3	"Sori - wnes i ddim dy glywed di'n iawn."	1	2	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17306926.mp3	"Wyt ti'n gallu danfon copi o'r papur ata i plîs?"	0	2	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17307017.mp3	Ydy Mair yna?	1	2	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17307039.mp3	Oes gennych chi fwrdd i bedwar?	0	2	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17307053.mp3	Bydda i yn aros yma tan ddydd Sadwrn.	1	2	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17307060.mp3	Maen rhaid iddi fod yn rhywbeth mae pobl eisiau bod yn rhan ohoni.	1	3	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17307061.mp3	"Beth ydy'r sgôr?"	1	2	thirties	male	united_kingdom
d50067699faa083d4ec26fa714f8636b324f3d88ae4830d5583437bfa5eca011915b7e5f2b1d18c89f47d99402b4d870aeafc23c6df16b35cc5b30f1e9b31357	common_voice_cy_17307064.mp3	"Beth yw'r enw a rhoddir i fwydydd fel bara, grawnfwydydd a thatws?"	1	2	thirties	male	united_kingdom
2599ac26c2062ca97350bf7771c5a4c331578e10a653cf65ffd7895174db8582d2c90158235a8cf1a0135f9dc7d03a5e87b04f8b2716a851b948814a3a58156c	common_voice_cy_17315554.mp3	y gymdeithas, yno yn fuan, mawr, ganrif, amser, dechrau, cyfarfod	0	3	twenties	male	
2599ac26c2062ca97350bf7771c5a4c331578e10a653cf65ffd7895174db8582d2c90158235a8cf1a0135f9dc7d03a5e87b04f8b2716a851b948814a3a58156c	common_voice_cy_17315568.mp3	Ugain litr o betrol di-blwm.	1	2	twenties	male	
2599ac26c2062ca97350bf7771c5a4c331578e10a653cf65ffd7895174db8582d2c90158235a8cf1a0135f9dc7d03a5e87b04f8b2716a851b948814a3a58156c	common_voice_cy_17315571.mp3	Ond mae angen rheoli unrhyw brofion yn effeithiol.	0	2	twenties	male	
3def54f0cfb1360ea867d9383589b2a5843ca7d61e3ce5723c5652ee77e566337ecab932c1a4adecb02223cd039023918d38b3f928c80ce08314e6c9b4af2197	common_voice_cy_17316208.mp3	"Mae o'n rhy siaradus!"	2	3			
ca86236f8bbd28fb1b3691034fc6ba5cc46c93595954835b61e9663a6ed86ed751fde024b791624ff1ea833f4366b1277a81a3d579e4d93c4d16a0794edf0320	common_voice_cy_17316445.mp3	Pum punt pum deg, plîs.	1	3	sixties	male	united_kingdom
ca86236f8bbd28fb1b3691034fc6ba5cc46c93595954835b61e9663a6ed86ed751fde024b791624ff1ea833f4366b1277a81a3d579e4d93c4d16a0794edf0320	common_voice_cy_17318609.mp3	Dw i wedi dyweddïo.	1	2	sixties	male	united_kingdom
e9913f76d5079e0e07640e24ac253840f87d66544b9dd6b4b0bd5e532b57898f175b195187f13a9c7ced0521440b5d0d40e9705704fdccdda132917d12073b5c	common_voice_cy_17319675.mp3	Cafodd ei gorff ei ddarganfod yn ardal Treforys.	0	3			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324863.mp3	Sut hwyl?	0	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324864.mp3	Pa liw ydy o?	1	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324865.mp3	Faint o gannoedd, degau ac unedau sydd yn y rhifau isod?	1	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324884.mp3	dauwynebog, cellraniad, Ruffydd, Llanuwchllyn, dwyffurf, cefngrwm, rhoi, efengyl	0	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324885.mp3	"Dw i'n siarad ychydig bach."	1	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324886.mp3	Ifan Huw Dafydd, Iwan Llwyd, John Pierce Jones	0	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324893.mp3	Beth yw Islam?	0	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324894.mp3	Roedd amrywiaeth o nwyddau ar gael yn y farchnad.	1	2			
28259f0abc7e4ca5f582cf6cd3ad9049f23c603ebcb464fb87e186bbd68be9e73204275e20c122d132e5cbc7f7aa5a2622b0359fdf2bc3eab6c8df399a867d17	common_voice_cy_17324895.mp3	"i'r dde, ddyletswydd, hi, mae'n hwyr, dros, megis, milltir, adeg"	0	2			
ca86236f8bbd28fb1b3691034fc6ba5cc46c93595954835b61e9663a6ed86ed751fde024b791624ff1ea833f4366b1277a81a3d579e4d93c4d16a0794edf0320	common_voice_cy_17327361.mp3	Beth yw bioamrywiaeth a sut mae modd ei fesur?	1	2	sixties	male	united_kingdom
69b8383ef626696a54a316ca4866a7f9d782b8a0a7878bf0012b523e6f01ee712902caaf6568661178d7e09d8b2576333c0409dc786dec9d2eb56dcd85b275c5	common_voice_cy_17328747.mp3	Huw Chiswell, Iesu, Ieuan Roberts	0	2			
69b8383ef626696a54a316ca4866a7f9d782b8a0a7878bf0012b523e6f01ee712902caaf6568661178d7e09d8b2576333c0409dc786dec9d2eb56dcd85b275c5	common_voice_cy_17328776.mp3	Ble ddysgaist ti Gymraeg?	0	2			
0db29eddda0d663e599224bc684ec7c332d0b49e6fbfa02a509ac072cf2585b27dec47676254ccb268103a3fe67f1f68c2e86cc0225067e7119e8d6f6d6e00ed	common_voice_cy_17330847.mp3	Deuparth gwaith ei ddechrau.	1	2	thirties	female	united_kingdom
ca86236f8bbd28fb1b3691034fc6ba5cc46c93595954835b61e9663a6ed86ed751fde024b791624ff1ea833f4366b1277a81a3d579e4d93c4d16a0794edf0320	common_voice_cy_17333458.mp3	Ond falle mod i newydd ddisgyn i fy nhrap fy hun.	1	2	sixties	male	united_kingdom
8a425024faaae4a04fabcb66027ce7a5c5ca506d8118a4ba096f5f51cb34d41803cb8bb4b4b6b527543ab4223ef6e85822662df1f2c040613e2faa5480728e87	common_voice_cy_17338555.mp3	Gymri di baned o de?	1	2	twenties	male	united_kingdom
74ed8364c40a2d0566d3745a47d92460652c6c3680a87d10eb1147dd9fddd9ca535637adb557289247235c76ab3c33019d3e69e9860fa8da07809f98f4cd6d77	common_voice_cy_17407373.mp3	Prynais i iâr a dwy hwyaden.	1	2			
54478acf551d813b4156355052f54836c3e43472a286c247881841b76890a11295a82de68b9554f1cc8bc363baff3139c4fec319b81b9732d9139e354ac5eba9	common_voice_cy_17450184.mp3	Beth oedd trychineb Aberfan?	0	2	fifties	male	united_kingdom
54478acf551d813b4156355052f54836c3e43472a286c247881841b76890a11295a82de68b9554f1cc8bc363baff3139c4fec319b81b9732d9139e354ac5eba9	common_voice_cy_17450186.mp3	Pwy ddaeth yn ail?	0	2	fifties	male	united_kingdom
d93f6494b1596a42a153d4bbf4c4d7e8d3e8b2fc9f9a4d006ace868562cd38c9c7db1b5c92a3197a6ecd2403d84451f12c9be96842dec83dd5110b88fc86c58b	common_voice_cy_17541770.mp3	Fe gafodd hithau ei dangos i blant mewn gwahanol ganolfannau hefyd.	1	2	sixties	male	united_kingdom
037aec523b846af4a0cd591234fba34111600f6e02c63debb41257834140a1acc17e307fb8f91f3baae4dcbf6de67ccc99f04bec527e58824a6b74c0476a0843	common_voice_cy_17567274.mp3	Mae rhywbeth yn bod ar y wefan yma.	1	2			
2fc253c97e2d1359e03f9368cacf7725334237fb95386655a809306b1b917c6ab1326ea3113329f9387cc33032109ffe3c1d9319c536f9be762381c84151f3b5	common_voice_cy_17577530.mp3	wyau, Llanddowror, dull, boen, Llwynhendy, Mhowys, Trefdraeth, cadmiwm	1	2			
c1e3ee47e213b033f4a1961a17d50face5c5be6c36b6727c5d8e17e52d44f5e0a2022dcdeecef5cbad949e75b918a4815acb6a83ce51d91d5d02514bbbca88d9	common_voice_cy_17631255.mp3	gwibdaith, pibgod, uwd, garej, llywydd, hoyw, trowsus, hyll	1	2	twenties	female	united_kingdom
50aea837ef765dbf1a63d2a7dd0ed6b3d2d043b1c43ade2d0a18ec739b41db5b01435936d49b471025abcb7fb916be720dbaaaa75948914f78e31f5befcbc490	common_voice_cy_17633453.mp3	Yn eich barn chi, beth sydd yn mynd i ddigwydd nesaf?	0	2			
50aea837ef765dbf1a63d2a7dd0ed6b3d2d043b1c43ade2d0a18ec739b41db5b01435936d49b471025abcb7fb916be720dbaaaa75948914f78e31f5befcbc490	common_voice_cy_17633455.mp3	"Dw i'n gynddeiriog."	1	2			
4034f48665d46e090d3d74f2c797ba45a555f4e8789cae844d74966afda6fba611873b432fa83d9c2d7108ef1f33895fb21b9ba23ec34627e46cd1288f9c9b29	common_voice_cy_17644134.mp3	Dwi yn meddwl iddyn nhw roi bob siawns iddo fe.	1	2	sixties	male	
