client_id	path	sentence	up_votes	down_votes	age	gender	accent
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800504.mp3	Apakah Anda membeli sesuatu untuk dimakan?	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800517.mp3	Orang laki-laki itu badannya tinggi dan kakinya panjang.	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800519.mp3	Malam ini saya menunggu Pak Kobayashi di stasiun.	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800525.mp3	jadilah diri sendiri	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800530.mp3	Seandainya dia satu tim dengan kita.	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800535.mp3	Datang dan temui saya saat Anda memiliki waktu.	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800543.mp3	Di dalam tas ada buku tulis.	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800549.mp3	Tahukah anda siapa mereka itu?	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800551.mp3	Tom mengaduk kopinya dengan sebuah sendok.	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800554.mp3	Saya dengan senang hati akan membantu anda.	1	0			
d5a004322674bef8f8fba8445695b83a09b860ef09af9daa461d5608ab3a5ba65c3593d8b27699b38352b7e6073245f484175d7536a01e2d58309c6317306aba	common_voice_id_19800573.mp3	Hari ini saya tidak pergi karena demam.	1	0			
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802028.mp3	Sesuatu yang kecil dapat menyebabkan hal yang besar.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802030.mp3	Aku ingin pergi ke Belitung untuk melihat pemandangan laut yang indah.	1	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802039.mp3	Ruangan ini sangat hangat.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802044.mp3	Apa yang dia lakukan diluar sana?	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802053.mp3	Dia memasak makanan yang enak untuk dirinya sendiri.	1	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802054.mp3	Tom masih tidak mengangkat teleponnya.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802055.mp3	Saya tidak mendengar kabarnya semenjak itu.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802056.mp3	Kedua orang tua saya tinggal dekat laut.	0	1	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802069.mp3	Jangan lakukan hal itu sebelum kau melapor kepada Ayah	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802094.mp3	Saya mendengarkan cerita membosankan dari teman saya.	0	1	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802096.mp3	Saya harus mengembalikan buku ini hari ini.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802317.mp3	Keren!	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802318.mp3	Aku ucapkan selamat ulang tahun.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802319.mp3	Tulisannya sangat subjektif.	1	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802328.mp3	Pak Yamada orang yang sangat ceria.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802331.mp3	Ada gula, ada semut.	1	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802338.mp3	Setiap tahun saya memberikan hadiah ulang tahun kepada ibu saya.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802339.mp3	Saya datang ke Jepang pada tanggal lima belas Maret tahun ini.	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802341.mp3	Di sini kamar yang sangat tenang.	1	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802350.mp3	Saya bekerja di sini. Saya bukan tamu.	1	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802351.mp3	Jangan berterimakasih kepada saya, berterimakasihlah kepada Tom!	0	0	twenties	male	
13b177e61850abe010de91e77887ee90c19563a26628ce1a533c930025bd82d06c286fe6d2d343bce60cb3649f25b8770f75977a56c9030540c28d6cfe581a7d	common_voice_id_19802352.mp3	Si gadis mendengarkan musik, si pemuda membaca buku.	0	0	twenties	male	
